Date,Open,High,Low,Close,Volume,Brand_Name,Ticker,Industry_Tag,Country,Dividends,Stock Splits,Capital Gains
2000-01-03 00:00:00-05:00,31.51287335760138,31.51287335760138,30.43144324924169,30.799129486083984,6057400.0,costco,COST,retail,usa,0.0,0.0,
2000-01-04 00:00:00-05:00,30.77750308729741,30.842388898444213,29.04721479004949,29.11210060119629,5722800.0,costco,COST,retail,usa,0.0,0.0,
2000-01-05 00:00:00-05:00,29.22025265495128,29.71771069422876,28.96070933011085,29.60956764221192,7726400.0,costco,COST,retail,usa,0.0,0.0,
2000-01-06 00:00:00-05:00,29.977260503553808,30.842405106830977,29.93400327338995,30.204360961914062,7221400.0,costco,COST,retail,usa,0.0,0.0,
2000-01-07 00:00:00-05:00,30.06377289966099,32.26989148654258,30.04214428606411,32.20500564575195,5164800.0,costco,COST,retail,usa,0.0,0.0,
2000-01-10 00:00:00-05:00,32.204993875403154,32.89710925754748,31.77242176156295,32.87548065185547,4454000.0,costco,COST,retail,usa,0.0,0.0,
2000-01-11 00:00:00-05:00,32.61594796798727,32.9187485459394,31.66428900870912,31.70754623413086,2955000.0,costco,COST,retail,usa,0.0,0.0,
2000-01-12 00:00:00-05:00,32.22664311935341,32.702472749303595,31.10195490310752,31.66429901123047,4687400.0,costco,COST,retail,usa,0.0,0.0,
2000-01-13 00:00:00-05:00,32.03197919733827,33.26481026705352,31.44800658536789,32.85386657714844,5750800.0,costco,COST,retail,usa,0.0,0.0,
2000-01-14 00:00:00-05:00,33.308058526105945,34.778803967518414,33.22154408837579,33.95691680908203,4571000.0,costco,COST,retail,usa,0.0,2.0,
2000-01-18 00:00:00-05:00,33.740628126190934,35.81697447241807,33.39457040181974,35.470916748046875,5932000.0,costco,COST,retail,usa,0.0,0.0,
2000-01-19 00:00:00-05:00,35.946730096656154,36.76861682570125,34.69227140495576,35.903472900390625,4130500.0,costco,COST,retail,usa,0.0,0.0,
2000-01-20 00:00:00-05:00,36.24955617904663,36.76864290237427,34.60578155517578,34.60578155517578,5551900.0,costco,COST,retail,usa,0.0,0.0,
2000-01-21 00:00:00-05:00,35.60071776085293,35.643975012081185,33.22156894329897,33.567626953125,3520200.0,costco,COST,retail,usa,0.0,0.0,
2000-01-24 00:00:00-05:00,33.35130194907493,35.47090479668151,32.18335752284273,32.529415130615234,5005500.0,costco,COST,retail,usa,0.0,0.0,
2000-01-25 00:00:00-05:00,32.91875011516067,34.43275307709316,31.66429051813089,34.389495849609375,3730800.0,costco,COST,retail,usa,0.0,0.0,
2000-01-26 00:00:00-05:00,34.000175334263915,35.99000747850837,33.697374790574536,34.90857696533203,3782800.0,costco,COST,retail,usa,0.0,0.0,
2000-01-27 00:00:00-05:00,34.99507918668433,35.55742285717493,32.18336083423132,33.870391845703125,3109600.0,costco,COST,retail,usa,0.0,0.0,
2000-01-28 00:00:00-05:00,33.65411385245945,34.43274373593538,31.7507963595183,31.837310791015625,2834600.0,costco,COST,retail,usa,0.0,0.0,
2000-01-31 00:00:00-05:00,31.880560396274845,34.25970669450431,31.14518790409483,33.870391845703125,3249700.0,costco,COST,retail,usa,0.0,0.0,
2000-02-01 00:00:00-05:00,34.12992785350386,36.07650168545275,33.22152673192771,35.903472900390625,4530500.0,costco,COST,retail,usa,0.0,0.0,
2000-02-02 00:00:00-05:00,35.99000833982112,37.37423942981424,35.29789279482456,37.33098220825195,4945700.0,costco,COST,retail,usa,0.0,0.0,
2000-02-03 00:00:00-05:00,37.37424899302552,38.06636471511858,36.85516220145572,37.50402069091797,4640800.0,costco,COST,retail,usa,0.0,0.0,
2000-02-04 00:00:00-05:00,37.89331945383324,38.196119951752,36.42257417822783,36.6821174621582,3273700.0,costco,COST,retail,usa,0.0,0.0,
2000-02-07 00:00:00-05:00,35.99000333460366,36.16303219678925,35.29788788586128,35.470916748046875,2566700.0,costco,COST,retail,usa,0.0,0.0,
2000-02-08 00:00:00-05:00,35.946753714194145,37.20121323009262,35.816982040135684,36.72538375854492,2440700.0,costco,COST,retail,usa,0.0,0.0,
2000-02-09 00:00:00-05:00,35.98999542885638,36.68211072556516,35.6006805744577,36.59559631347656,1466800.0,costco,COST,retail,usa,0.0,0.0,
2000-02-10 00:00:00-05:00,36.552332939861486,36.59559013860689,35.90347495868052,36.07650375366211,2761800.0,costco,COST,retail,usa,0.0,0.0,
2000-02-11 00:00:00-05:00,36.07652031784335,36.20629197366293,35.297890382925864,35.773719787597656,2071000.0,costco,COST,retail,usa,0.0,0.0,
2000-02-14 00:00:00-05:00,35.68720265562312,35.730459870963266,34.60577227211938,35.12485885620117,1856300.0,costco,COST,retail,usa,0.0,0.0,
2000-02-15 00:00:00-05:00,34.649039652377745,34.951840248590784,33.56760895161689,34.17321014404297,2675400.0,costco,COST,retail,usa,0.0,0.0,
2000-02-16 00:00:00-05:00,34.043439216014605,34.12995367399685,32.09686391141402,33.04852294921875,4231600.0,costco,COST,retail,usa,0.0,0.0,
2000-02-17 00:00:00-05:00,33.22154929421165,33.22154929421165,30.10702904787931,30.453086853027344,6955400.0,costco,COST,retail,usa,0.0,0.0,
2000-02-18 00:00:00-05:00,30.280060429898025,31.794063451392923,28.982343554330964,31.101947784423828,6004200.0,costco,COST,retail,usa,0.0,0.0,
2000-02-22 00:00:00-05:00,31.01543078639291,31.31823136589744,29.501427888870243,30.453086853027344,3769600.0,costco,COST,retail,usa,0.0,0.0,
2000-02-23 00:00:00-05:00,30.71262982918203,31.318230980743365,30.204357434121626,30.8424015045166,4267300.0,costco,COST,retail,usa,0.0,0.0,
