ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2002-05-23 04:00:00,44.35210451217041,-102.20266133563412,80.80165496071265,44.35210451217041,44.35210451217041,-52.82050106921262,-52.82050106921262,-52.82050106921262,-45.34903850281907,-45.34903850281907,-45.34903850281907,-7.471462566393552,-7.471462566393552,-7.471462566393552,0.0,0.0,0.0,-8.468396557042205
2002-05-24 04:00:00,44.35514539088531,-103.74939657278223,88.44559405795022,44.35514539088531,44.35514539088531,-50.27497875611604,-50.27497875611604,-50.27497875611604,-43.14789252936227,-43.14789252936227,-43.14789252936227,-7.127086226753769,-7.127086226753769,-7.127086226753769,0.0,0.0,0.0,-5.91983336523073
2002-05-28 04:00:00,44.367308905744906,-107.09425776687871,90.42950623208553,44.367308905744906,44.367308905744906,-51.26328463589571,-51.26328463589571,-51.26328463589571,-45.014047645536145,-45.014047645536145,-45.014047645536145,-6.249236990359567,-6.249236990359567,-6.249236990359567,0.0,0.0,0.0,-6.895975730150802
2002-05-29 04:00:00,44.370349784459805,-101.58272360190826,86.65788739139454,44.370349784459805,44.370349784459805,-52.46293012634448,-52.46293012634448,-52.46293012634448,-46.32236602691563,-46.32236602691563,-46.32236602691563,-6.140564099428841,-6.140564099428841,-6.140564099428841,0.0,0.0,0.0,-8.092580341884677
2002-05-30 04:00:00,44.37339066317471,-109.00198531821422,91.00489530847953,44.37339066317471,44.37339066317471,-51.41482477477764,-51.41482477477764,-51.41482477477764,-45.3490385028581,-45.3490385028581,-45.3490385028581,-6.0657862719195395,-6.0657862719195395,-6.0657862719195395,0.0,0.0,0.0,-7.041434111602932
2002-05-31 04:00:00,44.3764315418896,-103.2532558306281,95.09851983612347,44.3764315418896,44.3764315418896,-49.16569884953725,-49.16569884953725,-49.16569884953725,-43.147892529253696,-43.147892529253696,-43.147892529253696,-6.017806320283549,-6.017806320283549,-6.017806320283549,0.0,0.0,0.0,-4.789267307647648
2002-06-03 04:00:00,44.3855541780343,-105.73065562742492,98.18543220587628,44.3855541780343,44.3855541780343,-50.534254723531916,-50.534254723531916,-50.534254723531916,-44.57998820486182,-44.57998820486182,-44.57998820486182,-5.954266518670096,-5.954266518670096,-5.954266518670096,0.0,0.0,0.0,-6.1487005454976185
2002-06-04 04:00:00,44.3885950567492,-110.32715450848471,97.92669018091748,44.3885950567492,44.3885950567492,-50.94576282769976,-50.94576282769976,-50.94576282769976,-45.014047645541396,-45.014047645541396,-45.014047645541396,-5.931715182158372,-5.931715182158372,-5.931715182158372,0.0,0.0,0.0,-6.5571677709505565
2002-06-05 04:00:00,44.3916359354641,-108.69977934749765,95.97237522092239,44.3916359354641,44.3916359354641,-52.21696298520603,-52.21696298520603,-52.21696298520603,-46.32236602694684,-46.32236602694684,-46.32236602694684,-5.894596958259184,-5.894596958259184,-5.894596958259184,0.0,0.0,0.0,-7.825327049741929
2002-06-06 04:00:00,44.394676814179,-102.1238631594857,88.16916720825691,44.394676814179,44.394676814179,-51.18426084324726,-51.18426084324726,-51.18426084324726,-45.34903850287655,-45.34903850287655,-45.34903850287655,-5.835222340370705,-5.835222340370705,-5.835222340370705,0.0,0.0,0.0,-6.7895840290682585
