ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-02-17 05:00:00,31.776071236872255,22.807260819116674,39.65589578809081,31.776071236872255,31.776071236872255,-0.34740687252956165,-0.34740687252956165,-0.34740687252956165,-3.9036199283291286,-3.9036199283291286,-3.9036199283291286,3.5562130557995673,3.5562130557995673,3.5562130557995673,0.0,0.0,0.0,31.428664364342694
2022-02-18 05:00:00,31.670170623017853,22.6343839423702,40.12967150671131,31.670170623017853,31.670170623017853,-0.7622385633763974,-0.7622385633763974,-0.7622385633763974,-3.9560359781745382,-3.9560359781745382,-3.9560359781745382,3.193797414798141,3.193797414798141,3.193797414798141,0.0,0.0,0.0,30.907932059641457
2022-02-22 05:00:00,31.246568167600287,20.58837692719451,38.61826425169316,31.246568167600287,31.246568167600287,-2.2799518955071107,-2.2799518955071107,-2.2799518955071107,-3.798330250096882,-3.798330250096882,-3.798330250096882,1.5183783545897707,1.5183783545897707,1.5183783545897707,0.0,0.0,0.0,28.966616272093177
2022-02-23 05:00:00,31.140667553745885,20.408101257656273,36.85754216034843,31.140667553745885,31.140667553745885,-2.881933746242204,-2.881933746242204,-2.881933746242204,-3.9416579019998865,-3.9416579019998865,-3.9416579019998865,1.0597241557576822,1.0597241557576822,1.0597241557576822,0.0,0.0,0.0,28.25873380750368
2022-02-24 05:00:00,31.034766939891504,18.884218750081203,36.40689776889632,31.034766939891504,31.034766939891504,-3.310955078914936,-3.310955078914936,-3.310955078914936,-3.903619928328932,-3.903619928328932,-3.903619928328932,0.5926648494139959,0.5926648494139959,0.5926648494139959,0.0,0.0,0.0,27.723811860976568
2022-02-25 05:00:00,30.928866326037085,18.723345605365246,35.523249254189366,30.928866326037085,30.928866326037085,-3.8348125902480046,-3.8348125902480046,-3.8348125902480046,-3.956035978173617,-3.956035978173617,-3.956035978173617,0.12122338792561287,0.12122338792561287,0.12122338792561287,0.0,0.0,0.0,27.094053735789082
2022-02-28 05:00:00,30.61116448447392,16.7878606573833,32.9383112858085,30.61116448447392,30.61116448447392,-5.5092526293334805,-5.5092526293334805,-5.5092526293334805,-4.230597416693838,-4.230597416693838,-4.230597416693838,-1.2786552126396429,-1.2786552126396429,-1.2786552126396429,0.0,0.0,0.0,25.10191185514044
2022-03-01 05:00:00,30.50526387061952,16.61835263173806,34.39447846950093,30.50526387061952,30.50526387061952,-5.5254380012325015,-5.5254380012325015,-5.5254380012325015,-3.7983302500920124,-3.7983302500920124,-3.7983302500920124,-1.7271077511404898,-1.7271077511404898,-1.7271077511404898,0.0,0.0,0.0,24.979825869387017
2022-03-02 05:00:00,30.399363256765117,15.730828893570262,33.58868633295485,30.399363256765117,30.399363256765117,-6.101743085978457,-6.101743085978457,-6.101743085978457,-3.941657901998288,-3.941657901998288,-3.941657901998288,-2.160085183980169,-2.160085183980169,-2.160085183980169,0.0,0.0,0.0,24.297620170786658
2022-03-03 05:00:00,30.29346264291072,14.879337190504856,33.01070727151091,30.29346264291072,30.29346264291072,-6.477645780390243,-6.477645780390243,-6.477645780390243,-3.903619928332314,-3.903619928332314,-3.903619928332314,-2.574025852057928,-2.574025852057928,-2.574025852057928,0.0,0.0,0.0,23.815816862520474
2022-03-04 05:00:00,30.187562029056334,15.284894541568677,31.99434443594805,30.187562029056334,30.187562029056334,-6.921640713959889,-6.921640713959889,-6.921640713959889,-3.9560359781636927,-3.9560359781636927,-3.9560359781636927,-2.9656047357961954,-2.9656047357961954,-2.9656047357961954,0.0,0.0,0.0,23.265921315096445
2022-03-07 05:00:00,29.869860187493153,13.185229714952946,30.77561143099739,29.869860187493153,29.869860187493153,-8.207728576210743,-8.207728576210743,-8.207728576210743,-4.2305974167035965,-4.2305974167035965,-4.2305974167035965,-3.977131159507146,-3.977131159507146,-3.977131159507146,0.0,0.0,0.0,21.662131611282412
2022-03-08 05:00:00,29.76395957363875,13.243810161884596,30.86198859757348,29.76395957363875,29.76395957363875,-8.05013088647645,-8.05013088647645,-8.05013088647645,-3.7983302500953267,-3.7983302500953267,-3.7983302500953267,-4.251800636381124,-4.251800636381124,-4.251800636381124,0.0,0.0,0.0,21.713828687162298
2022-03-09 05:00:00,29.65805895978435,13.206122424162425,29.915256412448485,29.65805895978435,29.65805895978435,-8.43367702595272,-8.43367702595272,-8.43367702595272,-3.9416579020017974,-3.9416579020017974,-3.9416579020017974,-4.492019123950923,-4.492019123950923,-4.492019123950923,0.0,0.0,0.0,21.22438193383163
2022-03-10 05:00:00,29.55215834592995,12.257198448159336,29.163359692949896,29.55215834592995,29.55215834592995,-8.600026358369428,-8.600026358369428,-8.600026358369428,-3.903619928328713,-3.903619928328713,-3.903619928328713,-4.696406430040715,-4.696406430040715,-4.696406430040715,0.0,0.0,0.0,20.95213198756052
2022-03-11 05:00:00,29.446257732075566,11.699033703250135,29.18265798163998,29.446257732075566,29.446257732075566,-8.819987959166232,-8.819987959166232,-8.819987959166232,-3.956035978197139,-3.956035978197139,-3.956035978197139,-4.863951980969094,-4.863951980969094,-4.863951980969094,0.0,0.0,0.0,20.626269772909332
2022-03-14 04:00:00,29.132968416089643,11.37499252792982,28.341835825698187,29.132968416089643,29.132968416089643,-9.144722160353135,-9.144722160353135,-9.144722160353135,-4.005230890704064,-4.005230890704064,-4.005230890704064,-5.13949126964907,-5.13949126964907,-5.13949126964907,0.0,0.0,0.0,19.988246255736506
2022-03-15 04:00:00,29.027067802235244,11.738268539714113,28.297550007787077,29.027067802235244,29.027067802235244,-9.005201160782702,-9.005201160782702,-9.005201160782702,-3.8466565680185023,-3.8466565680185023,-3.8466565680185023,-5.1585445927641995,-5.1585445927641995,-5.1585445927641995,0.0,0.0,0.0,20.02186664145254
2022-03-16 04:00:00,28.921167188380824,10.590054228413699,28.447046578863436,28.921167188380824,28.921167188380824,-9.098343722847353,-9.098343722847353,-9.098343722847353,-3.957117963228713,-3.957117963228713,-3.957117963228713,-5.141225759618641,-5.141225759618641,-5.141225759618641,0.0,0.0,0.0,19.82282346553347
2022-03-17 04:00:00,28.81526656715529,11.182979083921913,28.705855750976898,28.81526656715529,28.81526656715529,-8.906628908409878,-8.906628908409878,-8.906628908409878,-3.8179207318878827,-3.8179207318878827,-3.8179207318878827,-5.088708176521995,-5.088708176521995,-5.088708176521995,0.0,0.0,0.0,19.908637658745413
2022-03-18 04:00:00,28.70936594592974,11.017307150750614,27.5565678910187,28.70936594592974,28.70936594592974,-9.24575861194105,-9.24575861194105,-9.24575861194105,-4.243248472069397,-4.243248472069397,-4.243248472069397,-5.002510139871652,-5.002510139871652,-5.002510139871652,0.0,0.0,0.0,19.46360733398869
2022-03-21 04:00:00,28.391664082253072,11.496738225891487,29.0048742148199,28.391664082253072,28.391664082253072,-8.567186250003076,-8.567186250003076,-8.567186250003076,-4.00523089070267,-4.00523089070267,-4.00523089070267,-4.561955359300405,-4.561955359300405,-4.561955359300405,0.0,0.0,0.0,19.824477832249997
2022-03-22 04:00:00,28.28576346102752,11.235789416751015,28.681542202599125,28.28576346102752,28.28576346102752,-8.209365745343852,-8.209365745343852,-8.209365745343852,-3.84665656801413,-3.84665656801413,-3.84665656801413,-4.362709177329722,-4.362709177329722,-4.362709177329722,0.0,0.0,0.0,20.07639771568367
2022-03-23 04:00:00,28.179862839801988,11.049644061650978,28.663983385976955,28.179862839801988,28.179862839801988,-8.099231866435389,-8.099231866435389,-8.099231866435389,-3.957117963228702,-3.957117963228702,-3.957117963228702,-4.142113903206687,-4.142113903206687,-4.142113903206687,0.0,0.0,0.0,20.0806309733666
2022-03-24 04:00:00,28.073962218576437,11.744272087874812,28.980842878343246,28.073962218576437,28.073962218576437,-7.7213892655867244,-7.7213892655867244,-7.7213892655867244,-3.817920731891839,-3.817920731891839,-3.817920731891839,-3.903468533694884,-3.903468533694884,-3.903468533694884,0.0,0.0,0.0,20.35257295298971
2022-03-25 04:00:00,27.96806159735089,11.670432338369533,28.799666515687417,27.96806159735089,27.96806159735089,-7.893547758697671,-7.893547758697671,-7.893547758697671,-4.2432484720494985,-4.2432484720494985,-4.2432484720494985,-3.6502992866481723,-3.6502992866481723,-3.6502992866481723,0.0,0.0,0.0,20.074513838653218
2022-03-28 04:00:00,27.650359733674218,11.936133174314941,29.827084746236892,27.650359733674218,27.650359733674218,-6.846938676638096,-6.846938676638096,-6.846938676638096,-4.0052308907126655,-4.0052308907126655,-4.0052308907126655,-2.8417077859254305,-2.8417077859254305,-2.8417077859254305,0.0,0.0,0.0,20.80342105703612
2022-03-29 04:00:00,27.544459112448667,12.496491064410028,29.712636208451066,27.544459112448667,27.544459112448667,-6.415852629866182,-6.415852629866182,-6.415852629866182,-3.846656568032091,-3.846656568032091,-3.846656568032091,-2.569196061834092,-2.569196061834092,-2.569196061834092,0.0,0.0,0.0,21.128606482582484
2022-03-30 04:00:00,27.438558491223137,13.163029916037718,30.09636697529885,27.438558491223137,27.438558491223137,-6.259210640406125,-6.259210640406125,-6.259210640406125,-3.9571179632279687,-3.9571179632279687,-3.9571179632279687,-2.302092677178156,-2.302092677178156,-2.302092677178156,0.0,0.0,0.0,21.179347850817013
2022-03-31 04:00:00,27.332657869997586,12.83418656797475,29.867349389346558,27.332657869997586,27.332657869997586,-5.862489453462593,-5.862489453462593,-5.862489453462593,-3.8179207318957933,-3.8179207318957933,-3.8179207318957933,-2.0445687215668005,-2.0445687215668005,-2.0445687215668005,0.0,0.0,0.0,21.470168416534992
2022-04-01 04:00:00,27.226757248772035,12.501800405072958,29.67486266508281,27.226757248772035,27.226757248772035,-6.043995640192551,-6.043995640192551,-6.043995640192551,-4.2432484720498325,-4.2432484720498325,-4.2432484720498325,-1.8007471681427192,-1.8007471681427192,-1.8007471681427192,0.0,0.0,0.0,21.182761608579483
2022-04-04 04:00:00,26.909055385095364,13.15432418004783,30.934986525740683,26.909055385095364,26.909055385095364,-5.19609219775825,-5.19609219775825,-5.19609219775825,-4.005230890722661,-4.005230890722661,-4.005230890722661,-1.1908613070355893,-1.1908613070355893,-1.1908613070355893,0.0,0.0,0.0,21.712963187337113
2022-04-05 04:00:00,26.803154763869834,13.696643660720628,30.379560084906952,26.803154763869834,26.803154763869834,-4.886849234347081,-4.886849234347081,-4.886849234347081,-3.8466565680139446,-3.8466565680139446,-3.8466565680139446,-1.0401926663331371,-1.0401926663331371,-1.0401926663331371,0.0,0.0,0.0,21.916305529522752
2022-04-06 04:00:00,26.697254142644283,13.436107842572449,31.125438353700268,26.697254142644283,26.697254142644283,-4.878291669579446,-4.878291669579446,-4.878291669579446,-3.9571179632292752,-3.9571179632292752,-3.9571179632292752,-0.9211737063501707,-0.9211737063501707,-0.9211737063501707,0.0,0.0,0.0,21.818962473064836
2022-04-07 04:00:00,26.591353521418732,13.227261159681522,30.53621613535709,26.591353521418732,26.591353521418732,-4.654378372220759,-4.654378372220759,-4.654378372220759,-3.8179207318947013,-3.8179207318947013,-3.8179207318947013,-0.8364576403260571,-0.8364576403260571,-0.8364576403260571,0.0,0.0,0.0,21.936975149197973
