ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-12-10 05:00:00,175.87176530978397,148.79752756790745,178.08372513614307,175.87176530978397,175.87176530978397,-12.664483646664506,-12.664483646664506,-12.664483646664506,-10.025307406134578,-10.025307406134578,-10.025307406134578,-2.639176240529926,-2.639176240529926,-2.639176240529926,0.0,0.0,0.0,163.20728166311946
2020-12-11 05:00:00,175.86081346338997,149.5882855519996,178.74653243228795,175.86081346338997,175.86081346338997,-12.634643100265874,-12.634643100265874,-12.634643100265874,-9.497831842975044,-9.497831842975044,-9.497831842975044,-3.13681125729083,-3.13681125729083,-3.13681125729083,0.0,0.0,0.0,163.2261703631241
2020-12-14 05:00:00,175.82795792420802,146.3202134137713,174.35900869804757,175.82795792420802,175.82795792420802,-15.054762768798613,-15.054762768798613,-15.054762768798613,-10.616354422912853,-10.616354422912853,-10.616354422912853,-4.438408345885757,-4.438408345885757,-4.438408345885757,0.0,0.0,0.0,160.7731951554094
2020-12-15 05:00:00,175.81700607781403,147.282773588362,175.23804205600698,175.81700607781403,175.81700607781403,-14.409518103830301,-14.409518103830301,-14.409518103830301,-9.624584565265222,-9.624584565265222,-9.624584565265222,-4.78493353856508,-4.78493353856508,-4.78493353856508,0.0,0.0,0.0,161.40748797398373
2020-12-16 05:00:00,175.80605423142003,147.0463313204228,175.0019322778464,175.80605423142003,175.80605423142003,-15.079095245390802,-15.079095245390802,-15.079095245390802,-10.000685129337166,-10.000685129337166,-10.000685129337166,-5.078410116053635,-5.078410116053635,-5.078410116053635,0.0,0.0,0.0,160.72695898602925
2020-12-17 05:00:00,175.79510238502604,147.30575452798558,175.07470301754327,175.79510238502604,175.79510238502604,-15.34027718560377,-15.34027718560377,-15.34027718560377,-10.025307406120097,-10.025307406120097,-10.025307406120097,-5.31496977948367,-5.31496977948367,-5.31496977948367,0.0,0.0,0.0,160.45482519942226
2020-12-18 05:00:00,175.78415053863205,146.28645029499393,175.47093530274446,175.78415053863205,175.78415053863205,-14.989901599073326,-14.989901599073326,-14.989901599073326,-9.497831843044887,-9.497831843044887,-9.497831843044887,-5.492069756028438,-5.492069756028438,-5.492069756028438,0.0,0.0,0.0,160.7942489395587
2020-12-21 05:00:00,175.7512949994501,146.01703313927032,173.51814401561862,175.7512949994501,175.7512949994501,-16.278464904478927,-16.278464904478927,-16.278464904478927,-10.61635442295276,-10.61635442295276,-10.61635442295276,-5.662110481526168,-5.662110481526168,-5.662110481526168,0.0,0.0,0.0,159.47283009497116
2020-12-22 05:00:00,175.7403431530561,146.86400868753364,174.7312661256674,175.7403431530561,175.7403431530561,-15.228415161563545,-15.228415161563545,-15.228415161563545,-9.62458456525855,-9.62458456525855,-9.62458456525855,-5.603830596304992,-5.603830596304992,-5.603830596304992,0.0,0.0,0.0,160.51192799149257
2020-12-23 05:00:00,175.72939130666214,146.46582683116475,173.04523795887633,175.72939130666214,175.72939130666214,-15.494773666220444,-15.494773666220444,-15.494773666220444,-10.000685129339123,-10.000685129339123,-10.000685129339123,-5.494088536881325,-5.494088536881325,-5.494088536881325,0.0,0.0,0.0,160.23461764044168
2020-12-24 05:00:00,175.71843946026814,145.92249828620228,175.16100374773492,175.71843946026814,175.71843946026814,-15.363553369733307,-15.363553369733307,-15.363553369733307,-10.02530740613392,-10.02530740613392,-10.02530740613392,-5.338245963599388,-5.338245963599388,-5.338245963599388,0.0,0.0,0.0,160.35488609053485
2020-12-28 05:00:00,175.67463207469217,146.2044402501346,174.0336297232723,175.67463207469217,175.67463207469217,-15.006638704132625,-15.006638704132625,-15.006638704132625,-10.616354422960253,-10.616354422960253,-10.616354422960253,-4.390284281172374,-4.390284281172374,-4.390284281172374,0.0,0.0,0.0,160.66799337055954
2020-12-29 05:00:00,175.6636802282982,147.36152259932933,174.82837754298464,175.6636802282982,175.6636802282982,-13.735133088288098,-13.735133088288098,-13.735133088288098,-9.624584565252686,-9.624584565252686,-9.624584565252686,-4.11054852303541,-4.11054852303541,-4.11054852303541,0.0,0.0,0.0,161.9285471400101
2020-12-30 05:00:00,175.6527283819042,147.7952544668942,176.286482593878,175.6527283819042,175.6527283819042,-13.830148141734949,-13.830148141734949,-13.830148141734949,-10.000685129334382,-10.000685129334382,-10.000685129334382,-3.8294630124005664,-3.8294630124005664,-3.8294630124005664,0.0,0.0,0.0,161.82258024016926
2020-12-31 05:00:00,175.64177653551025,148.1593748536345,175.34535368531365,175.64177653551025,175.64177653551025,-13.579710020309173,-13.579710020309173,-13.579710020309173,-10.025307406119438,-10.025307406119438,-10.025307406119438,-3.5544026141897356,-3.5544026141897356,-3.5544026141897356,0.0,0.0,0.0,162.06206651520108
2021-01-04 05:00:00,175.5979691499343,148.52852863344978,175.9898378154725,175.5979691499343,175.5979691499343,-13.250256237935835,-13.250256237935835,-13.250256237935835,-10.61635442298395,-10.61635442298395,-10.61635442298395,-2.6339018149518862,-2.6339018149518862,-2.6339018149518862,0.0,0.0,0.0,162.34771291199846
2021-01-05 05:00:00,175.58701730354028,149.6044325675322,177.93259231780436,175.58701730354028,175.58701730354028,-12.093437236673992,-12.093437236673992,-12.093437236673992,-9.624584565246822,-9.624584565246822,-9.624584565246822,-2.4688526714271695,-2.4688526714271695,-2.4688526714271695,0.0,0.0,0.0,163.4935800668663
2021-01-06 05:00:00,175.5760654571463,149.2660267709099,177.7238445043901,175.5760654571463,175.5760654571463,-12.333850665606887,-12.333850665606887,-12.333850665606887,-10.00068512934512,-10.00068512934512,-10.00068512934512,-2.333165536261766,-2.333165536261766,-2.333165536261766,0.0,0.0,0.0,163.24221479153942
2021-01-07 05:00:00,175.56511361075232,148.59255368273847,178.46327389208955,175.56511361075232,175.56511361075232,-12.251194036375683,-12.251194036375683,-12.251194036375683,-10.02530740613326,-10.02530740613326,-10.02530740613326,-2.2258866302424227,-2.2258866302424227,-2.2258866302424227,0.0,0.0,0.0,163.31391957437663
2021-01-08 05:00:00,175.55416176435835,149.9689336449689,178.32690164125228,175.55416176435835,175.55416176435835,-11.64235279900885,-11.64235279900885,-11.64235279900885,-9.497831843099497,-9.497831843099497,-9.497831843099497,-2.144520955909351,-2.144520955909351,-2.144520955909351,0.0,0.0,0.0,163.9118089653495
